"extract_date","tx_incid","R","taux_occupation_sae","tx_pos"
"2020-03-15",NA,2.78068539714123,NA,NA
"2020-03-16",NA,2.69131347630714,NA,NA
"2020-03-17",NA,2.59733043080043,NA,NA
"2020-03-18",NA,2.50059622123466,15.2,NA
"2020-03-19",5.57070991108172,2.40609600342035,19.8,NA
"2020-03-20",8.40377972667467,2.3187192080912,25.6,NA
"2020-03-21",11.0131861357734,2.2413720878067,28.7,NA
"2020-03-22",13.6002262042228,2.17498861593712,33.1,NA
"2020-03-23",18.2822468468343,2.11575558758636,41.1,NA
"2020-03-24",23.9185646904876,2.05792733418196,49.5,NA
"2020-03-25",30.0842192628439,1.99692046087417,58,NA
"2020-03-26",32.936673240333,1.92912821489227,66.3,NA
"2020-03-27",36.9417393059555,1.85193021938526,74.3,NA
"2020-03-28",40.0312764943284,1.76424453283394,83.7,NA
"2020-03-29",41.7147164005413,1.66633328780605,90.8,NA
"2020-03-30",44.2316752682891,1.56148110590391,100,NA
"2020-03-31",47.116933212064,1.45394527830674,108.7,NA
"2020-04-01",48.9345711621734,1.3472865680889,117.4,NA
"2020-04-02",50.0588525521508,1.24458527874478,124.7,NA
"2020-04-03",51.0250784682057,1.1487105638928,129.6,NA
"2020-04-04",49.9678961001765,1.06199659642256,132.9,NA
"2020-04-05",48.6825770575233,0.986504388662779,135.6,NA
"2020-04-06",47.5344382375198,0.923422163406102,137.4,NA
"2020-04-07",45.6974161255143,0.872270856938896,138.5,NA
"2020-04-08",44.3285960777699,0.831973044434893,138.8,NA
"2020-04-09",43.0686255545194,0.800942011523243,137.1,NA
"2020-04-10",42.7674255004405,0.777217382302583,135.9,NA
"2020-04-11",41.4537757596314,0.759087941922758,133.5,NA
"2020-04-12",41.018377661656,0.74498183810803,132.7,NA
"2020-04-13",36.8537650327344,0.733486551247581,132.3,NA
"2020-04-14",34.8885092343389,0.724765672761291,130.5,NA
"2020-04-15",33.0932376248789,0.718795810207331,125.2,NA
"2020-04-16",30.9863283357037,0.71560256847197,121.4,NA
"2020-04-17",28.0518644425001,0.715313899191484,117.1,NA
"2020-04-18",27.2541316260042,0.717770425564961,113.3,NA
"2020-04-19",26.0060898177667,0.722318550972623,111.6,NA
"2020-04-20",26.9916998957177,0.727964904913626,110.4,NA
"2020-04-21",25.7898818581556,0.733004989710105,105.5,NA
"2020-04-22",23.6949012839935,0.736403637975851,101.4,NA
"2020-04-23",21.9488356239622,0.737925001367645,98.2,NA
"2020-04-24",19.998490719333,0.737853551410108,94.6,NA
"2020-04-25",18.9756034069663,0.736708394748554,91.8,NA
"2020-04-26",18.3374171537695,0.736012893417073,90.9,NA
"2020-04-27",17.0416604854799,0.736972650717873,89.5,NA
"2020-04-28",15.6624028120991,0.740661092663185,86.8,NA
"2020-04-29",14.4874243833164,0.747115269980534,81.6,NA
"2020-04-30",13.4705014284562,0.755683731705647,78,NA
"2020-05-01",11.7632040922173,0.76555913466716,75.5,NA
"2020-05-02",10.9237207731758,0.77640335207347,74.5,NA
"2020-05-03",10.7179504392011,0.787265290580652,74.4,NA
"2020-05-04",10.3243028437714,0.796776789623981,71.9,NA
"2020-05-05",9.73979580813324,0.803479755345406,66.7,NA
"2020-05-06",9.15230659374186,0.80725547737633,61.2,NA
"2020-05-07",8.52754014493478,0.808693256727484,57.6,NA
"2020-05-08",8.30835000657049,0.808940701495092,55.8,NA
"2020-05-09",8.0041677737384,0.808498479576344,54.6,NA
"2020-05-10",7.8759340873484,0.806772279784991,53.9,NA
"2020-05-11",7.49123302817841,0.803977295624675,52.7,NA
"2020-05-12",6.86795766874796,0.800948388864246,49.3,NA
"2020-05-13",6.34905856568147,0.799394646608558,47.2,NA
"2020-05-14",6.04934960097926,0.800350463257224,44.6,NA
"2020-05-15",6.14477932108345,0.803521949717297,42.7,NA
"2020-05-16",6.25661102433054,0.807898158436902,41.3,NA
"2020-05-17",6.08662683539496,0.812585790768362,40.5,NA
"2020-05-18",5.7943733175759,0.816869711426413,38.7,NA
"2020-05-19",7.75068257971166,0.82043215433253,36.7,2.15529037126722
"2020-05-20",7.993730148102,0.822646651448615,34.7,2.11545215274188
"2020-05-21",6.8485735068518,0.823383214488705,33.8,2.06981397361021
"2020-05-22",6.52798929087681,0.822744593721871,32.9,1.96556446000853
"2020-05-23",6.48027443082472,0.820431184846389,32.2,1.93434100660507
"2020-05-24",6.43255957077263,0.815688707097752,32,1.91875747777239
"2020-05-25",5.85998125014752,0.80780549130559,31.1,1.75691926665385
"2020-05-26",5.457387118458,0.796831951228303,30,1.64493642725201
"2020-05-27",4.9653276241708,0.784288585743693,29,1.55709342560554
"2020-05-28",5.59904060923765,0.771894841287275,27.6,1.53576219611949
"2020-05-29",5.265036588873,0.760890212514282,26.3,1.46113770943595
"2020-05-30",5.41265443715916,NA,25.6,1.49784607258983
"2020-05-31",5.49317326349707,NA,25.4,1.51235252099805
"2020-06-01",4.71482460889732,NA,25.1,1.539405269615
"2020-06-02",NA,NA,24.1,NA
"2020-06-03",NA,NA,23.3,NA
"2020-06-04",NA,NA,22.4,NA
